PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBGROUP;REQUIREMENTS_ATTRIBUTES_SERVICE;REQUIREMENTS_ATTRIBUTES_TYPE;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME;REQUIREMENTS_ATTRIBUTES_COMMENT
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.7;This control checks whether an Amazon S3 general purpose bucket has cross-Region replication enabled. The control fails if the bucket doesn't have cross-Region replication enabled.;S3;;;S3;;PASS;S3 Bucket ce-bootcamp-tfstate-adnannooruddin does not have a bucket policy.;arn:aws:s3:::ce-bootcamp-tfstate-adnannooruddin;s3_bucket_cross_account_access;False;ce-bootcamp-tfstate-adnannooruddin;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.6;This control checks whether the S3 bucket policy prevents principals from other AWS accounts from performing denied actions on resources in the S3 bucket.;S3;;;S3;;PASS;S3 Bucket ce-capstone-artifacts-20260901081024819300000002 does not have a bucket policy.;arn:aws:s3:::ce-capstone-artifacts-20260901081024819300000002;s3_bucket_cross_account_access;False;ce-capstone-artifacts-20260901081024819300000002;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.7;This control checks whether an Amazon S3 general purpose bucket has cross-Region replication enabled. The control fails if the bucket doesn't have cross-Region replication enabled.;S3;;;S3;;PASS;S3 Bucket ce-capstone-artifacts-20260901081024819300000002 does not have a bucket policy.;arn:aws:s3:::ce-capstone-artifacts-20260901081024819300000002;s3_bucket_cross_account_access;False;ce-capstone-artifacts-20260901081024819300000002;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.6;This control checks whether the S3 bucket policy prevents principals from other AWS accounts from performing denied actions on resources in the S3 bucket.;S3;;;S3;;PASS;S3 Bucket ce-capstone-config-128529977749 has a bucket policy but it does not allow cross account access.;arn:aws:s3:::ce-capstone-config-128529977749;s3_bucket_cross_account_access;False;ce-capstone-config-128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.7;This control checks whether an Amazon S3 general purpose bucket has cross-Region replication enabled. The control fails if the bucket doesn't have cross-Region replication enabled.;S3;;;S3;;PASS;S3 Bucket ce-capstone-config-128529977749 has a bucket policy but it does not allow cross account access.;arn:aws:s3:::ce-capstone-config-128529977749;s3_bucket_cross_account_access;False;ce-capstone-config-128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.6;This control checks whether the S3 bucket policy prevents principals from other AWS accounts from performing denied actions on resources in the S3 bucket.;S3;;;S3;;PASS;S3 Bucket ce-capstone-tfstate-128529977749 does not have a bucket policy.;arn:aws:s3:::ce-capstone-tfstate-128529977749;s3_bucket_cross_account_access;False;ce-capstone-tfstate-128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.7;This control checks whether an Amazon S3 general purpose bucket has cross-Region replication enabled. The control fails if the bucket doesn't have cross-Region replication enabled.;S3;;;S3;;PASS;S3 Bucket ce-capstone-tfstate-128529977749 does not have a bucket policy.;arn:aws:s3:::ce-capstone-tfstate-128529977749;s3_bucket_cross_account_access;False;ce-capstone-tfstate-128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.6;This control checks whether the S3 bucket policy prevents principals from other AWS accounts from performing denied actions on resources in the S3 bucket.;S3;;;S3;;PASS;S3 Bucket config-bucket-128529977749 has a bucket policy but it does not allow cross account access.;arn:aws:s3:::config-bucket-128529977749;s3_bucket_cross_account_access;False;config-bucket-128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.7;This control checks whether an Amazon S3 general purpose bucket has cross-Region replication enabled. The control fails if the bucket doesn't have cross-Region replication enabled.;S3;;;S3;;PASS;S3 Bucket config-bucket-128529977749 has a bucket policy but it does not allow cross account access.;arn:aws:s3:::config-bucket-128529977749;s3_bucket_cross_account_access;False;config-bucket-128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.6;This control checks whether the S3 bucket policy prevents principals from other AWS accounts from performing denied actions on resources in the S3 bucket.;S3;;;S3;;PASS;S3 Bucket gitops-lab-prod-data-store-a8e372d9 does not have a bucket policy.;arn:aws:s3:::gitops-lab-prod-data-store-a8e372d9;s3_bucket_cross_account_access;False;gitops-lab-prod-data-store-a8e372d9;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.7;This control checks whether an Amazon S3 general purpose bucket has cross-Region replication enabled. The control fails if the bucket doesn't have cross-Region replication enabled.;S3;;;S3;;PASS;S3 Bucket gitops-lab-prod-data-store-a8e372d9 does not have a bucket policy.;arn:aws:s3:::gitops-lab-prod-data-store-a8e372d9;s3_bucket_cross_account_access;False;gitops-lab-prod-data-store-a8e372d9;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.17;This control checks whether an Amazon S3 general purpose bucket is encrypted with an AWS KMS key (SSE-KMS or DSSE-KMS). The control fails if the bucket is encrypted with default encryption (SSE-S3).;S3;;;S3;;FAIL;Server Side Encryption is not configured with kms for S3 Bucket adnan-mpapp-prod-bucket.;arn:aws:s3:::adnan-mpapp-prod-bucket;s3_bucket_kms_encryption;False;adnan-mpapp-prod-bucket;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.17;This control checks whether an Amazon S3 general purpose bucket is encrypted with an AWS KMS key (SSE-KMS or DSSE-KMS). The control fails if the bucket is encrypted with default encryption (SSE-S3).;S3;;;S3;;FAIL;Server Side Encryption is not configured with kms for S3 Bucket adnan-myapp-dev-bucket.;arn:aws:s3:::adnan-myapp-dev-bucket;s3_bucket_kms_encryption;False;adnan-myapp-dev-bucket;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.17;This control checks whether an Amazon S3 general purpose bucket is encrypted with an AWS KMS key (SSE-KMS or DSSE-KMS). The control fails if the bucket is encrypted with default encryption (SSE-S3).;S3;;;S3;;FAIL;Server Side Encryption is not configured with kms for S3 Bucket adnan-nooruddin-state-ops-example2.;arn:aws:s3:::adnan-nooruddin-state-ops-example2;s3_bucket_kms_encryption;False;adnan-nooruddin-state-ops-example2;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.17;This control checks whether an Amazon S3 general purpose bucket is encrypted with an AWS KMS key (SSE-KMS or DSSE-KMS). The control fails if the bucket is encrypted with default encryption (SSE-S3).;S3;;;S3;;FAIL;Server Side Encryption is not configured with kms for S3 Bucket adnan-nooruddin-state-ops-imported.;arn:aws:s3:::adnan-nooruddin-state-ops-imported;s3_bucket_kms_encryption;False;adnan-nooruddin-state-ops-imported;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.17;This control checks whether an Amazon S3 general purpose bucket is encrypted with an AWS KMS key (SSE-KMS or DSSE-KMS). The control fails if the bucket is encrypted with default encryption (SSE-S3).;S3;;;S3;;FAIL;Server Side Encryption is not configured with kms for S3 Bucket adnan-nooruddin-state-ops-managed-bucket.;arn:aws:s3:::adnan-nooruddin-state-ops-managed-bucket;s3_bucket_kms_encryption;False;adnan-nooruddin-state-ops-managed-bucket;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.17;This control checks whether an Amazon S3 general purpose bucket is encrypted with an AWS KMS key (SSE-KMS or DSSE-KMS). The control fails if the bucket is encrypted with default encryption (SSE-S3).;S3;;;S3;;FAIL;Server Side Encryption is not configured with kms for S3 Bucket adnan-nooruddin-state-ops-primary.;arn:aws:s3:::adnan-nooruddin-state-ops-primary;s3_bucket_kms_encryption;False;adnan-nooruddin-state-ops-primary;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.17;This control checks whether an Amazon S3 general purpose bucket is encrypted with an AWS KMS key (SSE-KMS or DSSE-KMS). The control fails if the bucket is encrypted with default encryption (SSE-S3).;S3;;;S3;;FAIL;Server Side Encryption is not configured with kms for S3 Bucket adnan-nooruddin-terraform-state-bucket.;arn:aws:s3:::adnan-nooruddin-terraform-state-bucket;s3_bucket_kms_encryption;False;adnan-nooruddin-terraform-state-bucket;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.17;This control checks whether an Amazon S3 general purpose bucket is encrypted with an AWS KMS key (SSE-KMS or DSSE-KMS). The control fails if the bucket is encrypted with default encryption (SSE-S3).;S3;;;S3;;FAIL;Server Side Encryption is not configured with kms for S3 Bucket ce-bootcamp-tfstate-adnannooruddin.;arn:aws:s3:::ce-bootcamp-tfstate-adnannooruddin;s3_bucket_kms_encryption;False;ce-bootcamp-tfstate-adnannooruddin;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.17;This control checks whether an Amazon S3 general purpose bucket is encrypted with an AWS KMS key (SSE-KMS or DSSE-KMS). The control fails if the bucket is encrypted with default encryption (SSE-S3).;S3;;;S3;;FAIL;Server Side Encryption is not configured with kms for S3 Bucket ce-capstone-artifacts-20260901081024819300000002.;arn:aws:s3:::ce-capstone-artifacts-20260901081024819300000002;s3_bucket_kms_encryption;False;ce-capstone-artifacts-20260901081024819300000002;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.17;This control checks whether an Amazon S3 general purpose bucket is encrypted with an AWS KMS key (SSE-KMS or DSSE-KMS). The control fails if the bucket is encrypted with default encryption (SSE-S3).;S3;;;S3;;FAIL;Server Side Encryption is not configured with kms for S3 Bucket ce-capstone-config-128529977749.;arn:aws:s3:::ce-capstone-config-128529977749;s3_bucket_kms_encryption;False;ce-capstone-config-128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.17;This control checks whether an Amazon S3 general purpose bucket is encrypted with an AWS KMS key (SSE-KMS or DSSE-KMS). The control fails if the bucket is encrypted with default encryption (SSE-S3).;S3;;;S3;;FAIL;Server Side Encryption is not configured with kms for S3 Bucket ce-capstone-tfstate-128529977749.;arn:aws:s3:::ce-capstone-tfstate-128529977749;s3_bucket_kms_encryption;False;ce-capstone-tfstate-128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.17;This control checks whether an Amazon S3 general purpose bucket is encrypted with an AWS KMS key (SSE-KMS or DSSE-KMS). The control fails if the bucket is encrypted with default encryption (SSE-S3).;S3;;;S3;;FAIL;Server Side Encryption is not configured with kms for S3 Bucket config-bucket-128529977749.;arn:aws:s3:::config-bucket-128529977749;s3_bucket_kms_encryption;False;config-bucket-128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.17;This control checks whether an Amazon S3 general purpose bucket is encrypted with an AWS KMS key (SSE-KMS or DSSE-KMS). The control fails if the bucket is encrypted with default encryption (SSE-S3).;S3;;;S3;;PASS;S3 Bucket gitops-lab-prod-data-store-a8e372d9 has Server Side Encryption with aws:kms.;arn:aws:s3:::gitops-lab-prod-data-store-a8e372d9;s3_bucket_kms_encryption;False;gitops-lab-prod-data-store-a8e372d9;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.8;This control checks whether S3 buckets have bucket-level public access blocks applied.;S3;;;S3;;PASS;Block Public Access is configured for the S3 Bucket adnan-mpapp-prod-bucket.;arn:aws:s3:::adnan-mpapp-prod-bucket;s3_bucket_level_public_access_block;False;adnan-mpapp-prod-bucket;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.8;This control checks whether S3 buckets have bucket-level public access blocks applied.;S3;;;S3;;PASS;Block Public Access is configured for the S3 Bucket adnan-myapp-dev-bucket.;arn:aws:s3:::adnan-myapp-dev-bucket;s3_bucket_level_public_access_block;False;adnan-myapp-dev-bucket;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.8;This control checks whether S3 buckets have bucket-level public access blocks applied.;S3;;;S3;;PASS;Block Public Access is configured for the S3 Bucket adnan-nooruddin-state-ops-example2.;arn:aws:s3:::adnan-nooruddin-state-ops-example2;s3_bucket_level_public_access_block;False;adnan-nooruddin-state-ops-example2;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.8;This control checks whether S3 buckets have bucket-level public access blocks applied.;S3;;;S3;;PASS;Block Public Access is configured for the S3 Bucket adnan-nooruddin-state-ops-imported.;arn:aws:s3:::adnan-nooruddin-state-ops-imported;s3_bucket_level_public_access_block;False;adnan-nooruddin-state-ops-imported;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.8;This control checks whether S3 buckets have bucket-level public access blocks applied.;S3;;;S3;;PASS;Block Public Access is configured for the S3 Bucket adnan-nooruddin-state-ops-managed-bucket.;arn:aws:s3:::adnan-nooruddin-state-ops-managed-bucket;s3_bucket_level_public_access_block;False;adnan-nooruddin-state-ops-managed-bucket;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.8;This control checks whether S3 buckets have bucket-level public access blocks applied.;S3;;;S3;;PASS;Block Public Access is configured for the S3 Bucket adnan-nooruddin-state-ops-primary.;arn:aws:s3:::adnan-nooruddin-state-ops-primary;s3_bucket_level_public_access_block;False;adnan-nooruddin-state-ops-primary;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.8;This control checks whether S3 buckets have bucket-level public access blocks applied.;S3;;;S3;;PASS;Block Public Access is configured for the S3 Bucket adnan-nooruddin-terraform-state-bucket.;arn:aws:s3:::adnan-nooruddin-terraform-state-bucket;s3_bucket_level_public_access_block;False;adnan-nooruddin-terraform-state-bucket;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.8;This control checks whether S3 buckets have bucket-level public access blocks applied.;S3;;;S3;;PASS;Block Public Access is configured for the S3 Bucket ce-bootcamp-tfstate-adnannooruddin.;arn:aws:s3:::ce-bootcamp-tfstate-adnannooruddin;s3_bucket_level_public_access_block;False;ce-bootcamp-tfstate-adnannooruddin;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.8;This control checks whether S3 buckets have bucket-level public access blocks applied.;S3;;;S3;;PASS;Block Public Access is configured for the S3 Bucket ce-capstone-artifacts-20260901081024819300000002.;arn:aws:s3:::ce-capstone-artifacts-20260901081024819300000002;s3_bucket_level_public_access_block;False;ce-capstone-artifacts-20260901081024819300000002;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.8;This control checks whether S3 buckets have bucket-level public access blocks applied.;S3;;;S3;;PASS;Block Public Access is configured for the S3 Bucket ce-capstone-config-128529977749.;arn:aws:s3:::ce-capstone-config-128529977749;s3_bucket_level_public_access_block;False;ce-capstone-config-128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.8;This control checks whether S3 buckets have bucket-level public access blocks applied.;S3;;;S3;;PASS;Block Public Access is configured for the S3 Bucket ce-capstone-tfstate-128529977749.;arn:aws:s3:::ce-capstone-tfstate-128529977749;s3_bucket_level_public_access_block;False;ce-capstone-tfstate-128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.8;This control checks whether S3 buckets have bucket-level public access blocks applied.;S3;;;S3;;PASS;Block Public Access is configured for the S3 Bucket config-bucket-128529977749.;arn:aws:s3:::config-bucket-128529977749;s3_bucket_level_public_access_block;False;config-bucket-128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.8;This control checks whether S3 buckets have bucket-level public access blocks applied.;S3;;;S3;;PASS;Block Public Access is configured for the S3 Bucket gitops-lab-prod-data-store-a8e372d9.;arn:aws:s3:::gitops-lab-prod-data-store-a8e372d9;s3_bucket_level_public_access_block;False;gitops-lab-prod-data-store-a8e372d9;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.13;This control checks if a lifecycle policy is configured for an Amazon S3 bucket. This control fails if a lifecycle policy is not configured for an S3 bucket.;S3;;;S3;;FAIL;S3 Bucket adnan-mpapp-prod-bucket does not have a lifecycle configuration enabled.;arn:aws:s3:::adnan-mpapp-prod-bucket;s3_bucket_lifecycle_enabled;False;adnan-mpapp-prod-bucket;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.13;This control checks if a lifecycle policy is configured for an Amazon S3 bucket. This control fails if a lifecycle policy is not configured for an S3 bucket.;S3;;;S3;;FAIL;S3 Bucket adnan-myapp-dev-bucket does not have a lifecycle configuration enabled.;arn:aws:s3:::adnan-myapp-dev-bucket;s3_bucket_lifecycle_enabled;False;adnan-myapp-dev-bucket;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.13;This control checks if a lifecycle policy is configured for an Amazon S3 bucket. This control fails if a lifecycle policy is not configured for an S3 bucket.;S3;;;S3;;FAIL;S3 Bucket adnan-nooruddin-state-ops-example2 does not have a lifecycle configuration enabled.;arn:aws:s3:::adnan-nooruddin-state-ops-example2;s3_bucket_lifecycle_enabled;False;adnan-nooruddin-state-ops-example2;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.13;This control checks if a lifecycle policy is configured for an Amazon S3 bucket. This control fails if a lifecycle policy is not configured for an S3 bucket.;S3;;;S3;;FAIL;S3 Bucket adnan-nooruddin-state-ops-imported does not have a lifecycle configuration enabled.;arn:aws:s3:::adnan-nooruddin-state-ops-imported;s3_bucket_lifecycle_enabled;False;adnan-nooruddin-state-ops-imported;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.13;This control checks if a lifecycle policy is configured for an Amazon S3 bucket. This control fails if a lifecycle policy is not configured for an S3 bucket.;S3;;;S3;;FAIL;S3 Bucket adnan-nooruddin-state-ops-managed-bucket does not have a lifecycle configuration enabled.;arn:aws:s3:::adnan-nooruddin-state-ops-managed-bucket;s3_bucket_lifecycle_enabled;False;adnan-nooruddin-state-ops-managed-bucket;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.13;This control checks if a lifecycle policy is configured for an Amazon S3 bucket. This control fails if a lifecycle policy is not configured for an S3 bucket.;S3;;;S3;;FAIL;S3 Bucket adnan-nooruddin-state-ops-primary does not have a lifecycle configuration enabled.;arn:aws:s3:::adnan-nooruddin-state-ops-primary;s3_bucket_lifecycle_enabled;False;adnan-nooruddin-state-ops-primary;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.13;This control checks if a lifecycle policy is configured for an Amazon S3 bucket. This control fails if a lifecycle policy is not configured for an S3 bucket.;S3;;;S3;;FAIL;S3 Bucket adnan-nooruddin-terraform-state-bucket does not have a lifecycle configuration enabled.;arn:aws:s3:::adnan-nooruddin-terraform-state-bucket;s3_bucket_lifecycle_enabled;False;adnan-nooruddin-terraform-state-bucket;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.13;This control checks if a lifecycle policy is configured for an Amazon S3 bucket. This control fails if a lifecycle policy is not configured for an S3 bucket.;S3;;;S3;;FAIL;S3 Bucket ce-bootcamp-tfstate-adnannooruddin does not have a lifecycle configuration enabled.;arn:aws:s3:::ce-bootcamp-tfstate-adnannooruddin;s3_bucket_lifecycle_enabled;False;ce-bootcamp-tfstate-adnannooruddin;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.13;This control checks if a lifecycle policy is configured for an Amazon S3 bucket. This control fails if a lifecycle policy is not configured for an S3 bucket.;S3;;;S3;;FAIL;S3 Bucket ce-capstone-artifacts-20260901081024819300000002 does not have a lifecycle configuration enabled.;arn:aws:s3:::ce-capstone-artifacts-20260901081024819300000002;s3_bucket_lifecycle_enabled;False;ce-capstone-artifacts-20260901081024819300000002;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;S3.13;This control checks if a lifecycle policy is configured for an Amazon S3 bucket. This control fails if a lifecycle policy is not configured for an S3 bucket.;S3;;;S3;;FAIL;S3 Bucket ce-capstone-config-128529977749 does not have a lifecycle configuration enabled.;arn:aws:s3:::ce-capstone-config-128529977749;s3_bucket_lifecycle_enabled;False;ce-capstone-config-128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
